source	srcwords	target	targwords	nlinks	links_per_word
12-1:11	6884	12-1:17	6181	55177	4.223268274014543
12-1:11	6884	12-1:13	6733	57106	4.193728427700668
12-1:11	6884	12-1:10	4786	46393	3.975407026563839
12-1:11	6884	12-1:15	6096	50126	3.8617873651771957
12-1:11	6884	12-1:08	4584	40783	3.5562434600627832
12-1:11	6884	12-1:02	6853	46939	3.4169760500837154
12-1:11	6884	12-1:04	4363	36365	3.2333066595536586
12-1:11	6884	12-1:23	7356	44204	3.1042134831460673
12-1:11	6884	12-1:24	6899	41485	3.009867227744323
12-1:11	6884	12-1:09	5820	37037	2.915380982367758
12-1:11	6884	12-1:12	3777	30692	2.8789044179720475
12-1:11	6884	12-1:01	5183	34593	2.866744012596337
12-1:11	6884	12-1:22	4350	31307	2.786807904575396
12-1:11	6884	12-1:03	3701	29353	2.773075106282475
12-1:11	6884	12-1:07	3883	29640	2.7528559487322375
12-1:11	6884	12-1:20	4112	29138	2.6498726809749
12-1:11	6884	12-1:18	5047	31346	2.627273489229738
12-1:11	6884	12-1:21	5107	30520	2.5452422650321074
12-1:11	6884	12-1:14	4275	27776	2.489111927592078
12-1:11	6884	12-1:06	4275	26876	2.4084595393852495
12-1:11	6884	12-1:19	3479	24077	2.323361960822156
12-1:11	6884	12-2:04	7326	32267	2.2707248416608024
12-1:11	6884	12-2:22	4284	23446	2.09939111747851
12-1:11	6884	12-2:17	5319	25078	2.0550684257969354
12-1:11	6884	12-2:10	4983	23906	2.014493974888346
12-1:11	6884	12-2:03	4274	22081	1.9789388779351138
12-1:11	6884	12-2:15	4811	22267	1.9039760581445062
12-1:11	6884	12-2:24	4681	21412	1.8514483354950282
12-1:11	6884	12-2:12	3865	18884	1.7568145874034793
12-1:11	6884	12-2:11	5444	21227	1.7218526930564568
12-1:11	6884	12-2:14	4623	19679	1.7101764143564786
12-1:11	6884	12-2:09	4825	19904	1.6998889742932786
12-1:11	6884	12-2:08	5024	19787	1.6616560295599596
12-1:11	6884	12-2:16	4187	17995	1.6254177581067655
12-1:11	6884	12-2:19	5230	19033	1.5711573386164768
12-1:11	6884	12-2:05	4297	17037	1.5237456399248726
12-1:11	6884	12-2:21	3744	15630	1.4706435829883326
12-1:11	6884	12-2:13	3794	15647	1.4653493163513767
12-1:11	6884	12-2:20	3390	14549	1.416098890402959
12-1:11	6884	12-2:02	3799	14560	1.362913039408406
12-1:11	6884	12-2:23	3231	13619	1.3464162135442412
12-1:11	6884	12-2:01	3780	14064	1.3188297074268567
12-1:11	6884	12-2:18	3754	13653	1.2834179357021998
12-1:11	6884	12-2:07	2910	10506	1.0726975699407801
12-1:11	6884	12-2:06	2890	9921	1.0150399017802332
12-2:11	5444	12-2:10	4983	59526	5.708832837824878
12-2:11	5444	12-2:04	7326	64982	5.0886452623335945
12-2:11	5444	12-2:12	3865	32906	3.534858738854872
12-2:11	5444	12-2:24	4681	34846	3.4415802469135803
12-2:11	5444	12-2:09	4825	33465	3.2588372772421854
12-2:11	5444	12-2:19	5230	34759	3.2564174629941913
12-2:11	5444	12-1:24	6899	35826	2.9025358502795107
12-2:11	5444	12-2:17	5319	31232	2.901793180340054
12-2:11	5444	12-2:16	4187	27251	2.8295088775828057
12-2:11	5444	12-2:22	4284	27018	2.77734375
12-2:11	5444	12-1:01	5183	29390	2.7655970640820553
12-2:11	5444	12-2:15	4811	28220	2.7518283764017553
12-2:11	5444	12-2:13	3794	25281	2.736631305477376
12-2:11	5444	12-1:10	4786	27235	2.6622678396871944
12-2:11	5444	12-1:09	5820	29591	2.627041903409091
12-2:11	5444	12-2:08	5024	26405	2.5224493695070693
12-2:11	5444	12-2:23	3231	21083	2.4303170028818446
12-2:11	5444	12-1:23	7356	29911	2.336796875
12-2:11	5444	12-2:01	3780	21546	2.335862966175195
12-2:11	5444	12-2:02	3799	21332	2.307908687655523
12-2:11	5444	12-2:14	4623	22942	2.2789311612198273
12-2:11	5444	12-1:22	4350	22009	2.247192158464366
12-2:11	5444	12-2:05	4297	21001	2.1559388153167025
12-2:11	5444	12-1:04	4363	21029	2.1442846946058935
12-2:11	5444	12-2:18	3754	19674	2.1389432485322897
12-2:11	5444	12-1:14	4275	20553	2.1147237370099803
12-2:11	5444	12-2:03	4274	19969	2.0548466762708375
12-2:11	5444	12-1:15	6096	22661	1.96369150779896
12-2:11	5444	12-2:20	3390	17320	1.9606067466606294
12-2:11	5444	12-1:18	5047	20317	1.936612334381851
12-2:11	5444	12-1:16	7002	23882	1.9188494295355938
12-2:11	5444	12-1:19	3479	17116	1.9181889499047406
12-2:11	5444	12-1:17	6181	22145	1.9049462365591399
12-2:11	5444	12-1:21	5107	20089	1.9039901431143968
12-2:11	5444	12-1:02	6853	23028	1.8726518663088558
12-2:11	5444	12-1:05	7356	23961	1.871953125
12-2:11	5444	12-1:13	6733	21950	1.8025786318469246
12-2:11	5444	12-1:11	6884	22205	1.8011842959117457
12-2:11	5444	12-2:07	2910	14921	1.786090495570984
12-2:11	5444	12-1:06	4275	16804	1.7289844634221627
12-2:11	5444	12-1:20	4112	16319	1.70772289660946
12-2:11	5444	12-2:21	3744	15443	1.6807792773182413
12-2:11	5444	12-1:03	3701	15276	1.6704209950792783
12-2:11	5444	12-1:08	4584	16291	1.6245512564818507
12-2:11	5444	12-1:07	3883	14468	1.5511954540581108
12-2:11	5444	12-2:06	2890	11270	1.3522918166546676
12-2:11	5444	12-1:12	3777	10320	1.1191844702309945
12-1:12	3777	12-1:13	6733	35077	3.337488106565176
12-1:12	3777	12-1:17	6181	29041	2.9163486643904397
12-1:12	3777	12-1:11	6884	29955	2.8097739424069035
12-1:12	3777	12-1:15	6096	27275	2.7625848273067963
12-1:12	3777	12-1:16	7002	29377	2.725391965859542
12-1:12	3777	12-1:05	7356	28047	2.519267043923471
12-1:12	3777	12-1:07	3883	18537	2.4199738903394254
12-1:12	3777	12-1:08	4584	19335	2.3125224255471832
12-1:12	3777	12-1:02	6853	23221	2.18447789275635
12-1:12	3777	12-1:04	4363	16972	2.085012285012285
12-1:12	3777	12-1:14	4275	15939	1.9795081967213115
12-1:12	3777	12-1:10	4786	16011	1.8697886254817238
12-1:12	3777	12-1:20	4112	14598	1.850424641906452
12-1:12	3777	12-1:18	5047	16050	1.8189029918404351
12-1:12	3777	12-1:06	4275	14263	1.7713611525086934
12-1:12	3777	12-1:01	5183	15744	1.7571428571428571
12-1:12	3777	12-1:03	3701	12595	1.6842738700187216
12-1:12	3777	12-1:22	4350	13601	1.673557278208441
12-1:12	3777	12-1:09	5820	14727	1.5345420443888715
12-1:12	3777	12-1:24	6899	15825	1.4822967403521918
12-1:12	3777	12-1:23	7356	16424	1.4752537501122789
12-1:12	3777	12-1:21	5107	13098	1.474335884736605
12-1:12	3777	12-2:22	4284	10641	1.3200595459620394
12-1:12	3777	12-2:10	4983	11452	1.3073059360730594
12-1:12	3777	12-2:08	5024	11483	1.3047380979434156
12-1:12	3777	12-2:17	5319	11122	1.22273526824978
12-1:12	3777	12-1:19	3479	8709	1.2002480705622933
12-1:12	3777	12-2:02	3799	8877	1.171726504751848
12-1:12	3777	12-2:12	3865	8790	1.1502224548547502
12-1:12	3777	12-2:24	4681	9644	1.140222274769449
12-1:12	3777	12-2:21	3744	8468	1.1259141071666001
12-1:12	3777	12-2:16	4187	8963	1.1254394776494223
12-1:12	3777	12-2:05	4297	8903	1.102675253901412
12-1:12	3777	12-2:04	7326	12033	1.0837611456363145
12-1:12	3777	12-2:09	4825	9315	1.0828877005347595
12-1:12	3777	12-2:20	3390	7689	1.0728338216827125
12-1:12	3777	12-2:11	5444	9812	1.0640928315800888
12-1:12	3777	12-2:13	3794	7712	1.0186236956808876
12-1:12	3777	12-2:01	3780	7499	0.992324996691809
12-1:12	3777	12-2:15	4811	8264	0.9622729389846297
12-1:12	3777	12-2:18	3754	7162	0.9510025229053246
12-1:12	3777	12-2:19	5230	8411	0.9338292439213944
12-1:12	3777	12-2:03	4274	7514	0.9333002111538939
12-1:12	3777	12-2:14	4623	7775	0.9255952380952381
12-1:12	3777	12-2:23	3231	6306	0.8998287671232876
12-1:12	3777	12-2:06	2890	5566	0.8348582570871457
12-1:12	3777	12-2:07	2910	3462	0.5177209510991476
12-2:12	3865	12-2:10	4983	44250	5.001130198915009
12-2:12	3865	12-2:09	4825	39234	4.514844649021864
12-2:12	3865	12-2:11	5444	32808	3.5243312922977763
12-2:12	3865	12-2:04	7326	38047	3.3997855419533556
12-2:12	3865	12-2:05	4297	23097	2.8298211222739527
12-2:12	3865	12-2:15	4811	23332	2.6892577224527434
12-2:12	3865	12-2:14	4623	22563	2.6582233741753063
12-2:12	3865	12-1:24	6899	26428	2.4552211073950203
12-2:12	3865	12-1:01	5183	21144	2.336870026525199
12-2:12	3865	12-2:13	3794	17036	2.2243112677895285
12-2:12	3865	12-2:02	3799	16798	2.191805845511482
12-2:12	3865	12-2:03	4274	17266	2.1213908342548224
12-2:12	3865	12-1:23	7356	23423	2.087425363158364
12-2:12	3865	12-1:10	4786	17980	2.0783724424921974
12-2:12	3865	12-1:09	5820	19919	2.056685596282912
12-2:12	3865	12-2:19	5230	18685	2.0544255085211653
12-2:12	3865	12-2:16	4187	16151	2.0058370591157475
12-2:12	3865	12-2:17	5319	18059	1.9663545296167246
12-2:12	3865	12-2:08	5024	16941	1.9058386770165372
12-2:12	3865	12-2:22	4284	15472	1.898637869677261
12-2:12	3865	12-1:11	6884	20348	1.8930133035631223
12-2:12	3865	12-2:01	3780	14293	1.8695879659908436
12-2:12	3865	12-2:24	4681	15800	1.8488181605429441
12-2:12	3865	12-1:22	4350	14476	1.7621424223980524
12-2:12	3865	12-2:18	3754	13295	1.7449796561228508
12-2:12	3865	12-1:14	4275	13831	1.6991400491400492
12-2:12	3865	12-1:02	6853	18160	1.6943459600671766
12-2:12	3865	12-2:23	3231	11986	1.689120631341601
12-2:12	3865	12-1:05	7356	18900	1.6843418590143482
12-2:12	3865	12-1:19	3479	12298	1.6745642701525054
12-2:12	3865	12-1:15	6096	16438	1.6502359200883445
12-2:12	3865	12-1:08	4584	13780	1.6309622440525506
12-2:12	3865	12-2:07	2910	10991	1.6222878228782287
12-2:12	3865	12-1:06	4275	12839	1.5772727272727274
12-2:12	3865	12-1:20	4112	12473	1.5636204086749403
12-2:12	3865	12-1:13	6733	15958	1.5057558029816946
12-2:12	3865	12-1:21	5107	13414	1.495095853767276
12-2:12	3865	12-1:18	5047	13320	1.4946140035906643
12-2:12	3865	12-1:03	3701	11121	1.4698651863600318
12-2:12	3865	12-1:17	6181	14609	1.454210631096954
12-2:12	3865	12-1:16	7002	15728	1.4473175669457992
12-2:12	3865	12-1:07	3883	10867	1.4025554981930821
12-2:12	3865	12-2:06	2890	9240	1.3678756476683938
12-2:12	3865	12-1:04	4363	10469	1.272362664073894
12-2:12	3865	12-1:12	3777	9560	1.2509814184768384
12-2:12	3865	12-2:20	3390	8921	1.2296347346657477
12-2:12	3865	12-2:21	3744	8354	1.0979103692995138
12-1:13	6733	12-1:17	6181	63464	4.914356512312219
12-1:13	6733	12-1:05	7356	64572	4.583149975157925
12-1:13	6733	12-1:16	7002	60276	4.3884965416818345
12-1:13	6733	12-1:15	6096	55484	4.3248889235326216
12-1:13	6733	12-1:11	6884	58211	4.2748769919953
12-1:13	6733	12-1:12	3777	35613	3.38848715509039
12-1:13	6733	12-1:04	4363	37134	3.34661139149243
12-1:13	6733	12-1:14	4275	36553	3.3205850290697674
12-1:13	6733	12-1:08	4584	34872	3.081381991693912
12-1:13	6733	12-1:07	3883	31524	2.9694800301431803
12-1:13	6733	12-1:10	4786	33905	2.943397864397951
12-1:13	6733	12-1:23	7356	38680	2.7454042160550785
12-1:13	6733	12-1:20	4112	29484	2.7186721991701246
12-1:13	6733	12-1:02	6853	35658	2.624613572795525
12-1:13	6733	12-1:09	5820	31607	2.5178841711144746
12-1:13	6733	12-2:15	4811	28433	2.463011088011088
12-1:13	6733	12-1:01	5183	29160	2.4471299093655587
12-1:13	6733	12-1:21	5107	28676	2.4219594594594596
12-1:13	6733	12-1:24	6899	32922	2.4150528169014085
12-1:13	6733	12-1:22	4350	26734	2.412162771812686
12-1:13	6733	12-1:03	3701	24377	2.336304389495879
12-1:13	6733	12-2:17	5319	27478	2.27995353468304
12-1:13	6733	12-1:06	4275	25055	2.2760719476744184
12-1:13	6733	12-2:04	7326	31147	2.2154491784621952
12-1:13	6733	12-2:22	4284	24404	2.2151220840519197
12-1:13	6733	12-2:16	4187	22895	2.0966117216117217
12-1:13	6733	12-2:24	4681	23555	2.0636937094795864
12-1:13	6733	12-1:18	5047	22859	1.9404923599320882
12-1:13	6733	12-1:19	3479	18484	1.810027418723071
12-1:13	6733	12-2:08	5024	21186	1.80199030364889
12-1:13	6733	12-2:18	3754	18757	1.7885954038333174
12-1:13	6733	12-2:10	4983	20701	1.7668999658586548
12-1:13	6733	12-2:11	5444	21003	1.7248090662724809
12-1:13	6733	12-2:14	4623	18593	1.637284255019373
12-1:13	6733	12-2:05	4297	17432	1.5804170444242973
12-1:13	6733	12-2:19	5230	18789	1.5705926607038367
12-1:13	6733	12-2:02	3799	16511	1.567698442840866
12-1:13	6733	12-2:21	3744	15156	1.4465973083898063
12-1:13	6733	12-2:12	3865	15186	1.4329118701641819
12-1:13	6733	12-2:13	3794	15078	1.432316899401539
12-1:13	6733	12-2:20	3390	14364	1.4189469524844414
12-1:13	6733	12-2:01	3780	14866	1.414058784362218
12-1:13	6733	12-2:09	4825	16023	1.3863125108150198
12-1:13	6733	12-2:03	4274	14575	1.3241573544108294
12-1:13	6733	12-2:23	3231	13069	1.3116218386190286
12-1:13	6733	12-2:07	2910	10405	1.0790210515399772
12-1:13	6733	12-2:06	2890	9257	0.961966122830718
12-2:13	3794	12-2:08	5024	33574	3.8074393286459514
12-2:13	3794	12-2:16	4187	28523	3.5738629244455584
12-2:13	3794	12-2:04	7326	37409	3.3641187050359713
12-2:13	3794	12-2:07	2910	22112	3.2983293556085918
12-2:13	3794	12-1:01	5183	29301	3.264008020496825
12-2:13	3794	12-2:23	3231	22648	3.2239145907473308
12-2:13	3794	12-2:17	5319	29169	3.200812026774937
12-2:13	3794	12-1:10	4786	26993	3.146037296037296
12-2:13	3794	12-2:24	4681	26053	3.074100294985251
12-2:13	3794	12-2:15	4811	26400	3.0679837303893085
12-2:13	3794	12-2:19	5230	27646	3.063608156028369
12-2:13	3794	12-2:18	3754	22390	2.9663487016428194
12-2:13	3794	12-2:03	4274	23905	2.9629400099157164
12-2:13	3794	12-2:01	3780	22277	2.9412463691576445
12-2:13	3794	12-1:24	6899	31403	2.9367810717291687
12-2:13	3794	12-2:22	4284	23129	2.863208715028472
12-2:13	3794	12-2:05	4297	22702	2.8058336423186256
12-2:13	3794	12-2:02	3799	21056	2.773080468852891
12-2:13	3794	12-2:10	4983	24217	2.7591432152216018
12-2:13	3794	12-1:05	7356	30405	2.7269058295964124
12-2:13	3794	12-2:20	3390	19084	2.656458797327394
12-2:13	3794	12-1:09	5820	25510	2.6534220927813603
12-2:13	3794	12-2:11	5444	24370	2.6380168867720286
12-2:13	3794	12-2:14	4623	22118	2.6277771177379114
12-2:13	3794	12-2:06	2890	16305	2.439407540394973
12-2:13	3794	12-1:15	6096	22344	2.259251769464105
12-2:13	3794	12-1:14	4275	18223	2.2583963316396085
12-2:13	3794	12-2:12	3865	17253	2.252643948296122
12-2:13	3794	12-2:09	4825	19192	2.226708434853231
12-2:13	3794	12-1:23	7356	24722	2.217219730941704
12-2:13	3794	12-1:22	4350	18046	2.2158644400785854
12-2:13	3794	12-1:07	3883	16248	2.1164517389605315
12-2:13	3794	12-1:18	5047	18698	2.1149191267956113
12-2:13	3794	12-1:04	4363	16208	1.9870050263577295
12-2:13	3794	12-2:21	3744	14806	1.964181480498806
12-2:13	3794	12-1:02	6853	20857	1.9589555743401896
12-2:13	3794	12-1:08	4584	15911	1.8991406063499643
12-2:13	3794	12-1:21	5107	16244	1.8249634872486238
12-2:13	3794	12-1:20	4112	14225	1.7992663799645838
12-2:13	3794	12-1:06	4275	14075	1.744330152435246
12-2:13	3794	12-1:19	3479	12592	1.7313350749346899
12-2:13	3794	12-1:13	6733	16279	1.5464044837085589
12-2:13	3794	12-1:11	6884	16224	1.5193856527439595
12-2:13	3794	12-1:03	3701	11290	1.5063375583722483
12-2:13	3794	12-1:17	6181	14746	1.4782957393483709
12-2:13	3794	12-1:16	7002	15465	1.4324749907373102
12-2:13	3794	12-1:12	3777	8174	1.079646017699115
12-1:14	4275	12-1:10	4786	31447	3.4705882352941178
12-1:14	4275	12-1:15	6096	34911	3.3662134798958636
12-1:14	4275	12-1:13	6733	37041	3.3649164244186047
12-1:14	4275	12-1:01	5183	31411	3.321103827447663
12-1:14	4275	12-1:05	7356	37490	3.2232826068265843
12-1:14	4275	12-1:17	6181	28928	2.7666411629686305
12-1:14	4275	12-1:19	3479	21322	2.7498065514573122
12-1:14	4275	12-1:16	7002	30592	2.7127782211581093
12-1:14	4275	12-1:24	6899	30221	2.704582065509218
12-1:14	4275	12-1:09	5820	27005	2.6750866765725605
12-1:14	4275	12-1:08	4584	23666	2.6714076080821765
12-1:14	4275	12-1:07	3883	21634	2.651875459671488
12-1:14	4275	12-1:18	5047	24620	2.6410641493241793
12-1:14	4275	12-1:04	4363	22397	2.5928455661032648
12-1:14	4275	12-2:08	5024	23802	2.5596300677492203
12-1:14	4275	12-1:02	6853	28216	2.535585909417685
12-1:14	4275	12-1:11	6884	28099	2.518057173581862
12-1:14	4275	12-2:17	5319	23037	2.4011882426516573
12-1:14	4275	12-1:20	4112	19595	2.3363538810063194
12-1:14	4275	12-2:22	4284	19949	2.330762939595747
12-1:14	4275	12-2:19	5230	22151	2.330457653866386
12-1:14	4275	12-1:21	5107	21697	2.3126199104668514
12-1:14	4275	12-1:23	7356	26800	2.3041870862350615
12-1:14	4275	12-1:03	3701	18130	2.2730692076228687
12-1:14	4275	12-2:24	4681	20306	2.2673068334077713
12-1:14	4275	12-2:04	7326	25792	2.223256615808982
12-1:14	4275	12-2:15	4811	19870	2.186880915694475
12-1:14	4275	12-2:13	3794	17130	2.12293964555707
12-1:14	4275	12-2:18	3754	16843	2.0977705816415493
12-1:14	4275	12-2:11	5444	20095	2.0675995472785265
12-1:14	4275	12-2:10	4983	18793	2.0299200691294015
12-1:14	4275	12-1:06	4275	17133	2.003859649122807
12-1:14	4275	12-2:23	3231	14945	1.9910738076205703
12-1:14	4275	12-1:12	3777	16020	1.9895678092399405
12-1:14	4275	12-2:20	3390	14889	1.9424657534246574
12-1:14	4275	12-2:16	4187	16346	1.9316946348380997
12-1:14	4275	12-1:22	4350	16640	1.9292753623188406
12-1:14	4275	12-2:05	4297	16454	1.9195053663089128
12-1:14	4275	12-2:14	4623	17009	1.9115531580130367
12-1:14	4275	12-2:03	4274	16208	1.8958942566382033
12-1:14	4275	12-2:02	3799	13464	1.667574931880109
12-1:14	4275	12-2:12	3865	13297	1.6335380835380835
12-1:14	4275	12-2:01	3780	13011	1.615270018621974
12-1:14	4275	12-2:21	3744	12613	1.5728893877042025
12-1:14	4275	12-2:07	2910	11068	1.5404314544189284
12-1:14	4275	12-2:09	4825	13289	1.4603296703296704
12-1:14	4275	12-2:06	2890	10362	1.4461967899511514
12-2:14	4623	12-2:17	5319	42276	4.252263126131563
12-2:14	4623	12-2:19	5230	36547	3.7092256165634834
12-2:14	4623	12-2:15	4811	34142	3.6190375238499044
12-2:14	4623	12-2:16	4187	31542	3.580249716231555
12-2:14	4623	12-2:04	7326	37910	3.17265043099841
12-2:14	4623	12-2:10	4983	29792	3.101394961482407
12-2:14	4623	12-1:24	6899	33931	2.9448880402707864
12-2:14	4623	12-2:24	4681	27325	2.936908856405847
12-2:14	4623	12-1:01	5183	27782	2.8331633693656944
12-2:14	4623	12-2:22	4284	23714	2.6624003592679917
12-2:14	4623	12-2:12	3865	22564	2.6583411875589067
12-2:14	4623	12-2:08	5024	25392	2.6321136104488443
12-2:14	4623	12-2:13	3794	22141	2.63050968278484
12-2:14	4623	12-1:10	4786	23979	2.5485173769794875
12-2:14	4623	12-2:20	3390	20268	2.5293897416697866
12-2:14	4623	12-2:03	4274	22396	2.517253006631449
12-2:14	4623	12-1:09	5820	26053	2.4947811931437327
12-2:14	4623	12-2:18	3754	19772	2.3602721738092396
12-2:14	4623	12-2:11	5444	23346	2.3190622827058704
12-2:14	4623	12-2:05	4297	20657	2.3158071748878926
12-2:14	4623	12-2:07	2910	17148	2.276383910792513
12-2:14	4623	12-2:09	4825	21253	2.249470787468247
12-2:14	4623	12-2:23	3231	17233	2.1941685765215175
12-2:14	4623	12-2:21	3744	18267	2.1832197920401577
12-2:14	4623	12-2:01	3780	18099	2.1538736165655124
12-2:14	4623	12-2:02	3799	18044	2.1424839705533127
12-2:14	4623	12-1:02	6853	24079	2.098204949459742
12-2:14	4623	12-1:06	4275	17998	2.022701730726006
12-2:14	4623	12-1:19	3479	16231	2.0033325104912367
12-2:14	4623	12-1:05	7356	23689	1.9775440353952751
12-2:14	4623	12-1:22	4350	17342	1.9326869497381032
12-2:14	4623	12-1:14	4275	17111	1.923016408181614
12-2:14	4623	12-1:23	7356	22641	1.8900576008014025
12-2:14	4623	12-1:11	6884	20830	1.810202485443643
12-2:14	4623	12-1:18	5047	16926	1.7503619441571872
12-2:14	4623	12-1:13	6733	19479	1.7153046847481508
12-2:14	4623	12-1:03	3701	14275	1.71492071119654
12-2:14	4623	12-1:07	3883	14550	1.7105572537032683
12-2:14	4623	12-1:15	6096	17559	1.6381192275398824
12-2:14	4623	12-1:21	5107	15726	1.6162384378211716
12-2:14	4623	12-1:08	4584	14650	1.591180623438688
12-2:14	4623	12-1:20	4112	13205	1.5117344018317116
12-2:14	4623	12-1:17	6181	15789	1.4614031840059238
12-2:14	4623	12-1:04	4363	13006	1.4473625639884264
12-2:14	4623	12-1:16	7002	16644	1.431741935483871
12-2:14	4623	12-2:06	2890	10469	1.3934513509916144
12-2:14	4623	12-1:12	3777	8463	1.0075
12-1:15	6096	12-1:13	6733	56371	4.394029152700912
12-1:15	6096	12-1:17	6181	53883	4.388938665797833
12-1:15	6096	12-1:16	7002	54755	4.180409222782104
12-1:15	6096	12-1:05	7356	56146	4.1738031519476655
12-1:15	6096	12-1:11	6884	50529	3.8928351309707243
12-1:15	6096	12-1:01	5183	41818	3.7075981913290184
12-1:15	6096	12-1:08	4584	39102	3.66123595505618
12-1:15	6096	12-1:14	4275	35127	3.387040786809372
12-1:15	6096	12-1:24	6899	41897	3.224086186994998
12-1:15	6096	12-1:10	4786	34225	3.1451020033082155
12-1:15	6096	12-1:02	6853	39884	3.0800834041238705
12-1:15	6096	12-1:21	5107	34259	3.0580201731679013
12-1:15	6096	12-1:04	4363	31456	3.007553303375084
12-1:15	6096	12-1:22	4350	29425	2.8168677005552363
12-1:15	6096	12-1:12	3777	27461	2.7814240858908135
12-1:15	6096	12-1:07	3883	27294	2.735143801984167
12-1:15	6096	12-1:20	4112	27731	2.716594827586207
12-1:15	6096	12-1:18	5047	28352	2.5443776361841515
12-1:15	6096	12-1:09	5820	29336	2.4618999664316883
12-1:15	6096	12-1:23	7356	32592	2.422836752899197
12-1:15	6096	12-2:22	4284	24220	2.3333333333333335
12-1:15	6096	12-2:04	7326	31030	2.3118760244374905
12-1:15	6096	12-1:06	4275	23407	2.2569665413171345
12-1:15	6096	12-1:19	3479	21079	2.201462140992167
12-1:15	6096	12-2:17	5319	24886	2.180113885238721
12-1:15	6096	12-2:13	3794	21472	2.17108190091001
12-1:15	6096	12-2:08	5024	23113	2.0785071942446045
12-1:15	6096	12-2:05	4297	21003	2.0208794380833255
12-1:15	6096	12-2:15	4811	21252	1.9484734574126708
12-1:15	6096	12-2:11	5444	22284	1.9310225303292894
12-1:15	6096	12-2:10	4983	21037	1.8988175828143334
12-1:15	6096	12-2:24	4681	20400	1.8929201076366335
12-1:15	6096	12-1:03	3701	18529	1.891293253036644
12-1:15	6096	12-2:18	3754	16731	1.6985786802030456
12-1:15	6096	12-2:19	5230	19002	1.677732650538584
12-1:15	6096	12-2:03	4274	17341	1.6722275795564128
12-1:15	6096	12-2:23	3231	15069	1.6156320360244452
12-1:15	6096	12-2:12	3865	15987	1.6049593414315833
12-1:15	6096	12-2:20	3390	14804	1.5606156441071053
12-1:15	6096	12-2:16	4187	15891	1.5453661382864923
12-1:15	6096	12-2:14	4623	16518	1.5410019591379793
12-1:15	6096	12-2:02	3799	15205	1.5366346639717028
12-1:15	6096	12-2:21	3744	15102	1.5347560975609755
12-1:15	6096	12-2:01	3780	15024	1.5212636695018227
12-1:15	6096	12-2:06	2890	12017	1.3373024705096817
12-1:15	6096	12-2:09	4825	14413	1.31975093855874
12-1:15	6096	12-2:07	2910	8547	0.9490339773484344
12-2:15	4811	12-2:17	5319	53196	5.251332675222113
12-2:15	4811	12-2:16	4187	46900	5.212269393198489
12-2:15	4811	12-2:04	7326	63200	5.207217599077202
12-2:15	4811	12-2:03	4274	42545	4.682993946064943
12-2:15	4811	12-2:01	3780	33747	3.9281806541729716
12-2:15	4811	12-2:19	5230	37360	3.7207449457225374
12-2:15	4811	12-1:24	6899	43386	3.7050384286934244
12-2:15	4811	12-2:14	4623	34146	3.6194615221539115
12-2:15	4811	12-2:10	4983	34453	3.517765979170921
12-2:15	4811	12-2:02	3799	30240	3.5121951219512195
12-2:15	4811	12-2:24	4681	32402	3.413611462284029
12-2:15	4811	12-1:10	4786	31952	3.3293737626341566
12-2:15	4811	12-2:20	3390	27076	3.3015485916351666
12-2:15	4811	12-2:23	3231	25220	3.136035811987068
12-2:15	4811	12-2:13	3794	26476	3.0768158047646716
12-2:15	4811	12-2:22	4284	27286	3.000109950522265
12-2:15	4811	12-2:08	5024	29073	2.956075241484494
12-2:15	4811	12-2:18	3754	24235	2.829538820782253
12-2:15	4811	12-1:09	5820	29893	2.8118709434672184
12-2:15	4811	12-2:21	3744	23858	2.788778492109877
12-2:15	4811	12-2:11	5444	28577	2.786640663091175
12-2:15	4811	12-1:01	5183	27484	2.7500500300180106
12-2:15	4811	12-1:05	7356	32638	2.682501849264404
12-2:15	4811	12-2:12	3865	23222	2.676579068695251
12-2:15	4811	12-1:23	7356	31494	2.5884770280266296
12-2:15	4811	12-1:13	6733	29537	2.558645183645184
12-2:15	4811	12-1:06	4275	23208	2.5542593000220117
12-2:15	4811	12-2:05	4297	22589	2.4801273605621432
12-2:15	4811	12-2:09	4825	23327	2.420817766708178
12-2:15	4811	12-2:07	2910	18662	2.4170444242973708
12-2:15	4811	12-1:03	3701	20088	2.3599624060150375
12-2:15	4811	12-2:06	2890	17772	2.3077522399688353
12-2:15	4811	12-1:17	6181	25284	2.300218340611354
12-2:15	4811	12-1:14	4275	20338	2.2383887299141536
12-2:15	4811	12-1:07	3883	19327	2.2230273752012883
12-2:15	4811	12-1:22	4350	19107	2.085689335225412
12-2:15	4811	12-1:18	5047	20313	2.0605599513085817
12-2:15	4811	12-1:15	6096	22473	2.060419913816815
12-2:15	4811	12-1:02	6853	24014	2.0588134430727023
12-2:15	4811	12-1:11	6884	23510	2.0102607952116287
12-2:15	4811	12-1:19	3479	16226	1.95729794933655
12-2:15	4811	12-1:21	5107	18572	1.872554950594878
12-2:15	4811	12-1:04	4363	16491	1.7975801177240027
12-2:15	4811	12-1:08	4584	16591	1.765939329430548
12-2:15	4811	12-1:16	7002	18487	1.5649707948869889
12-2:15	4811	12-1:20	4112	12311	1.3796929283873136
12-2:15	4811	12-1:12	3777	8669	1.0094317652538425
12-1:16	7002	12-1:11	6884	68195	4.911061500792165
12-1:16	7002	12-1:13	6733	62558	4.554641427011285
12-1:16	7002	12-1:05	7356	64772	4.511213260899847
